,annual_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,final_value,total_return,total_transaction_costs,tx_costs_percentage
0.9,6.235581910127563,10.619907846483855,0.022183046551158384,0.022514964450171635,-12.997732011533683,124098788.92740585,24.47220554403795,9596083.487566695,9.624958362654658
0.95,8.420681937619268,10.776380501124043,0.2246284768217655,0.22734975783483288,-13.933928870700049,133588060.70703955,33.990030799437875,10124254.710208233,10.154718866808661
0.99,9.10792721529674,11.6698943945194,0.2663200805618545,0.28238320054509297,-17.166151780444665,136678099.05912971,37.08936716061157,11130970.07222638,11.164463462614226
