date,portfolio_value
2023-04-01,110957171.22608215
2023-04-01,110534988.72092628
2023-04-02,110534988.72092628
2023-04-03,112958398.67159821
2023-04-04,111930747.88160145
2023-04-05,112065032.55258374
2023-04-06,111063278.64120303
2023-04-07,110343362.29801805
2023-04-08,110343362.29801805
2023-04-09,110343362.29801805
2023-04-10,110027462.55262688
2023-04-11,110761228.91834766
2023-04-12,110873603.10402703
2023-04-13,110643425.47447102
2023-04-14,110624460.8466951
2023-04-15,110624460.8466951
2023-04-16,110624460.8466951
2023-04-17,110724391.03441852
2023-04-18,110946883.70684062
2023-04-19,111359023.92380531
2023-04-20,111269443.01601483
2023-04-21,112146885.86045513
2023-04-22,112146885.86045513
2023-04-23,112146885.86045513
2023-04-24,112029547.01138549
2023-04-25,111465172.1752684
2023-04-26,109961969.22937845
2023-04-27,109764310.47921352
2023-04-28,110575764.74784888
2023-04-29,110575764.74784888
2023-04-30,110575764.74784888
2023-05-01,110575764.74784888
2023-05-01,110163781.52005638
2023-05-02,110163781.52005638
2023-05-03,110163781.52005638
2023-05-04,110549585.50405549
2023-05-05,110459824.96612541
2023-05-06,110459824.96612541
2023-05-07,110459824.96612541
2023-05-08,111785510.33534524
2023-05-09,111787887.44494937
2023-05-10,112223225.99942987
2023-05-11,112588203.02592096
2023-05-12,113063504.69158489
2023-05-13,113063504.69158489
2023-05-14,113063504.69158489
2023-05-15,113646003.84751953
2023-05-16,113336676.80875507
2023-05-17,113382354.43602343
2023-05-18,113721842.09312421
2023-05-19,113800108.14172037
2023-05-20,113800108.14172037
2023-05-21,113800108.14172037
2023-05-22,114001166.75191388
2023-05-23,113997363.9115012
2023-05-24,113546156.78606644
2023-05-25,113516153.47368714
2023-05-26,113228357.0425556
2023-05-27,113228357.0425556
2023-05-28,113228357.0425556
2023-05-29,113730886.18969639
2023-05-30,113362165.27208656
2023-05-31,113440300.28364629
2023-06-01,112984464.96563685
2023-06-01,112527939.30028382
2023-06-02,112293874.9392345
2023-06-03,112293874.9392345
2023-06-04,112293874.9392345
2023-06-05,112669131.59552774
2023-06-06,113786505.5129092
2023-06-07,113160736.23830289
2023-06-08,113424176.9667958
2023-06-09,113493491.87383352
2023-06-10,113493491.87383352
2023-06-11,113493491.87383352
2023-06-12,114020677.15362243
2023-06-13,114004252.92197467
2023-06-14,114191371.22981729
2023-06-15,114073950.10683894
2023-06-16,113442835.61696541
2023-06-17,113442835.61696541
2023-06-18,113442835.61696541
2023-06-19,113172296.96311359
2023-06-20,112675431.46740624
2023-06-21,112545300.7217688
2023-06-22,112441827.66987835
2023-06-23,112624709.52806456
2023-06-24,112624709.52806456
2023-06-25,112624709.52806456
2023-06-26,112761551.8257645
2023-06-27,113237075.3031932
2023-06-28,113294424.79819807
2023-06-29,112502601.64340943
2023-06-30,112063349.10315913
2023-07-01,112063349.10315913
2023-07-01,111767762.77828935
2023-07-02,111767762.77828935
2023-07-03,111609501.29410046
2023-07-04,111544331.46762796
2023-07-05,111187560.04553455
2023-07-06,110934395.09012324
2023-07-07,111033218.53099653
2023-07-08,111033218.53099653
2023-07-09,111033218.53099653
2023-07-10,112127681.32095674
2023-07-11,112388403.43769637
2023-07-12,112842664.0445131
2023-07-13,113070424.26258951
2023-07-14,113858805.25097488
2023-07-15,113858805.25097488
2023-07-16,113858805.25097488
2023-07-17,113944474.56862387
2023-07-18,113773519.27729729
2023-07-19,114033172.62151675
2023-07-20,114341750.83793636
2023-07-21,114768553.2284552
2023-07-22,114768553.2284552
2023-07-23,114768553.2284552
2023-07-24,114591012.49543943
2023-07-25,114925143.97243312
2023-07-26,114852285.54575995
2023-07-27,115245767.81103742
2023-07-28,116318574.25790124
2023-07-29,116318574.25790124
2023-07-30,116318574.25790124
2023-07-31,118994552.41792774
2023-08-01,119522333.35767308
2023-08-01,119030347.30039881
2023-08-02,118509370.9701629
2023-08-03,117794441.9300399
2023-08-04,118029329.31715642
2023-08-05,118029329.31715642
2023-08-06,118029329.31715642
2023-08-07,118422381.34025222
2023-08-08,118571948.90031953
2023-08-09,117920783.91783555
2023-08-10,116917025.72896184
2023-08-11,116089067.46044165
2023-08-12,116089067.46044165
2023-08-13,116089067.46044165
2023-08-14,116145508.29801804
2023-08-15,115896491.692843
2023-08-16,116077487.81537391
2023-08-17,114724681.4343543
2023-08-18,113652629.43709984
2023-08-19,113652629.43709984
2023-08-20,113652629.43709984
2023-08-21,114088749.40409008
2023-08-22,113711559.84787826
2023-08-23,113872438.24708094
2023-08-24,115231181.76265918
2023-08-25,116003740.83371164
2023-08-26,116003740.83371164
2023-08-27,116003740.83371164
2023-08-28,116354563.53117248
2023-08-29,116627506.570611
2023-08-30,117093458.2377255
2023-08-31,115109963.43590157
2023-09-01,115109963.43590157
2023-09-01,114775367.23520717
2023-09-02,114775367.23520717
2023-09-03,114775367.23520717
2023-09-04,114775367.23520717
2023-09-05,116314284.62399217
2023-09-06,116244242.4145719
2023-09-07,115620002.91106024
2023-09-08,115561661.17312127
2023-09-09,115561661.17312127
2023-09-10,115561661.17312127
2023-09-11,114578924.22744417
2023-09-12,115639821.13745135
2023-09-13,114420246.36117023
2023-09-14,113445966.41777597
2023-09-15,113265819.82371598
2023-09-16,113265819.82371598
2023-09-17,113265819.82371598
2023-09-18,112994965.30377772
2023-09-19,112910019.36842772
2023-09-20,113271641.67808053
2023-09-21,112954941.250306
2023-09-22,112217095.56995717
2023-09-23,112217095.56995717
2023-09-24,112217095.56995717
2023-09-25,111177785.34056857
2023-09-26,110587063.46950045
2023-09-27,111320341.96685296
2023-09-28,110382948.94824632
2023-09-29,110695911.80234666
2023-09-30,110695911.80234666
2023-10-01,110695911.80234666
2023-10-01,110262355.7488916
2023-10-02,111083025.00900865
2023-10-03,108196605.54281631
2023-10-04,108779838.56110834
2023-10-05,108134598.62244534
2023-10-06,109388542.12096344
2023-10-07,109388542.12096344
2023-10-08,109388542.12096344
2023-10-09,109383461.8880363
2023-10-10,109991065.98948283
2023-10-11,110859556.59887007
2023-10-12,111404897.88854896
2023-10-13,111653154.41596004
2023-10-14,111653154.41596004
2023-10-15,111653154.41596004
2023-10-16,110831051.69644317
2023-10-17,109301936.78721899
2023-10-18,107878813.94007501
2023-10-19,106348662.30314063
2023-10-20,107258874.40933546
2023-10-21,107258874.40933546
2023-10-22,107258874.40933546
2023-10-23,105642426.87375137
2023-10-24,107090182.27401772
2023-10-25,107259486.66214356
2023-10-26,102748591.62980753
2023-10-27,102537551.10812342
2023-10-28,102537551.10812342
2023-10-29,102537551.10812342
2023-10-30,100945130.93094698
2023-10-31,99004948.20196587
2023-11-01,100874387.02488641
2023-11-01,100590374.10160267
2023-11-02,105952315.88777485
2023-11-03,106990232.1528692
2023-11-04,106990232.1528692
2023-11-05,106990232.1528692
2023-11-06,108785226.55765344
2023-11-07,109489799.39109892
2023-11-08,113116486.15638182
2023-11-09,113143625.26851669
2023-11-10,112913430.16543299
2023-11-11,112913430.16543299
2023-11-12,112913430.16543299
2023-11-13,113442358.89367402
2023-11-14,113462599.13807735
2023-11-15,114104881.27467212
2023-11-16,113911638.72312555
2023-11-17,112946845.65546674
2023-11-18,112946845.65546674
2023-11-19,112946845.65546674
2023-11-20,112933226.0498713
2023-11-21,115689012.58042794
2023-11-22,115419617.04663265
2023-11-23,110010086.63695505
2023-11-24,112451597.55093622
2023-11-25,112451597.55093622
2023-11-26,112451597.55093622
2023-11-27,111749881.58217558
2023-11-28,111615531.03373049
2023-11-29,112788033.84316239
2023-11-30,112119517.68814918
2023-12-01,112620138.7171154
2023-12-01,112070825.73961093
2023-12-02,112070825.73961093
2023-12-03,112070825.73961093
2023-12-04,112960255.4404966
2023-12-05,112465840.8543038
2023-12-06,112830296.21011205
2023-12-07,112238760.6272284
2023-12-08,112961536.05080651
2023-12-09,112961536.05080651
2023-12-10,112961536.05080651
2023-12-11,112643402.85301833
2023-12-12,112279538.34956066
2023-12-13,111875492.4261441
2023-12-14,111572347.24659215
2023-12-15,110843487.6807052
2023-12-16,110843487.6807052
2023-12-17,110843487.6807052
2023-12-18,110146398.81784637
2023-12-19,110174584.94858676
2023-12-20,111280331.7186125
2023-12-21,111358017.85447548
2023-12-22,112550414.3457585
2023-12-23,112550414.3457585
2023-12-24,112550414.3457585
2023-12-25,113821380.11625865
2023-12-26,113986151.31128785
2023-12-27,114209301.27035865
2023-12-28,115635680.64554648
2023-12-29,115710410.12957647
2023-12-30,115710410.12957647
2023-12-31,115710410.12957647
2024-01-01,115710410.12957647
2024-01-01,115041644.00719184
2024-01-02,116702598.61863968
2024-01-03,117041066.93088785
2024-01-04,117591110.48278876
2024-01-05,117678937.32284018
2024-01-06,117678937.32284018
2024-01-07,117678937.32284018
2024-01-08,117716771.0983275
2024-01-09,117897458.1817208
2024-01-10,117714122.65768072
2024-01-11,117818582.87804429
2024-01-12,117066600.45389622
2024-01-13,117066600.45389622
2024-01-14,117066600.45389622
2024-01-15,117394766.42691065
2024-01-16,117712889.66401744
2024-01-17,117904830.54437658
2024-01-18,117957560.42364946
2024-01-19,118793765.01436487
2024-01-20,118793765.01436487
2024-01-21,118793765.01436487
2024-01-22,119018879.12775199
2024-01-23,118421541.10475633
2024-01-24,117952760.14037819
2024-01-25,117649392.90039635
2024-01-26,118235539.56215897
2024-01-27,118235539.56215897
2024-01-28,118235539.56215897
2024-01-29,117964243.78223255
2024-01-30,117875094.04283729
2024-01-31,117065912.93529594
2024-02-01,118389078.96039899
2024-02-01,118013032.76000388
2024-02-02,117944779.46079247
2024-02-03,117944779.46079247
2024-02-04,117944779.46079247
2024-02-05,118484018.61523655
2024-02-06,118359214.97659114
2024-02-07,118623502.93255489
2024-02-08,118623502.93255489
2024-02-09,118623502.93255489
2024-02-10,118623502.93255489
2024-02-11,118623502.93255489
2024-02-12,118623502.93255489
2024-02-13,118623502.93255489
2024-02-14,118623502.93255489
2024-02-15,118638649.51757067
2024-02-16,119091719.45464718
2024-02-17,119091719.45464718
2024-02-18,119091719.45464718
2024-02-19,119223178.09608793
2024-02-20,119026714.7970286
2024-02-21,118655417.29824877
2024-02-22,119481432.6967943
2024-02-23,120127925.61389732
2024-02-24,120127925.61389732
2024-02-25,120127925.61389732
2024-02-26,120586572.54068524
2024-02-27,120638073.27027926
2024-02-28,121070751.71601804
2024-02-29,121438266.26608273
2024-03-01,121449213.81328028
2024-03-01,121158830.23649244
2024-03-02,121158830.23649244
2024-03-03,121158830.23649244
2024-03-04,121473419.61499177
2024-03-05,121696399.82463731
2024-03-06,121119049.9230538
2024-03-07,121525188.52042225
2024-03-08,121222240.35609233
2024-03-09,121222240.35609233
2024-03-10,121222240.35609233
2024-03-11,121168639.97603461
2024-03-12,121353996.73813362
2024-03-13,121326636.47287586
2024-03-14,121106368.28706937
2024-03-15,121220882.26727949
2024-03-16,121220882.26727949
2024-03-17,121220882.26727949
2024-03-18,120044583.56979144
2024-03-19,119586349.32906532
2024-03-20,120049031.66898555
2024-03-21,119725173.90661494
2024-03-22,119029224.41608481
2024-03-23,119029224.41608481
2024-03-24,119029224.41608481
2024-03-25,118854321.48088226
2024-03-26,118998331.61194427
2024-03-27,118879412.52173387
2024-03-28,118672703.85950139
2024-03-29,118646712.09086601
2024-03-30,118646712.09086601
2024-03-31,118646712.09086601
2024-04-01,118281164.04198794
2024-04-01,118102986.15428159
2024-04-02,118708546.62054542
2024-04-03,118545439.1652274
2024-04-04,118485433.61949697
2024-04-05,118072880.05715105
2024-04-06,118072880.05715105
2024-04-07,118072880.05715105
2024-04-08,117980772.58153638
2024-04-09,118204577.08914965
2024-04-10,118038204.5865997
2024-04-11,116898302.69922262
2024-04-12,117806934.16030842
2024-04-13,117806934.16030842
2024-04-14,117806934.16030842
2024-04-15,116680527.78158534
2024-04-16,116406661.49811544
2024-04-17,116679302.95776325
2024-04-18,116679302.95776325
2024-04-19,115977569.72042452
2024-04-20,115977569.72042452
2024-04-21,115977569.72042452
2024-04-22,116589181.17355645
2024-04-23,116694615.98056765
2024-04-24,117637920.94044091
2024-04-25,118129900.65061697
2024-04-26,118414409.74200048
2024-04-27,118414409.74200048
2024-04-28,118414409.74200048
2024-04-29,118414409.74200048
2024-04-30,118414409.74200048
2024-05-01,118414409.74200048
2024-05-01,118146210.40447907
2024-05-02,119326957.7798411
2024-05-03,120166115.40830775
2024-05-04,120166115.40830775
2024-05-05,120166115.40830775
2024-05-06,120596611.62000863
2024-05-07,120900583.43509376
2024-05-08,121416401.87024054
2024-05-09,120913368.69698726
2024-05-10,120712723.57821608
2024-05-11,120712723.57821608
2024-05-12,120712723.57821608
2024-05-13,121570770.18048978
2024-05-14,121817867.23586512
2024-05-15,123119905.18437348
2024-05-16,123345008.46758851
2024-05-17,123721891.95613138
2024-05-18,123721891.95613138
2024-05-19,123721891.95613138
2024-05-20,123667518.07807025
2024-05-21,124188314.63066524
2024-05-22,123915190.34296642
2024-05-23,125392768.49746726
2024-05-24,124546446.8221161
2024-05-25,124546446.8221161
2024-05-26,124546446.8221161
2024-05-27,124515567.37249511
2024-05-28,124887755.17739834
2024-05-29,124816519.91273391
2024-05-30,125336946.6269827
2024-05-31,125664852.50342
2024-06-01,125664852.50342
2024-06-01,125377617.21611507
2024-06-02,125377617.21611507
2024-06-03,126025353.02069461
2024-06-04,126573723.75059581
2024-06-05,126906253.55523354
2024-06-06,126935552.0536286
2024-06-07,127110445.22577147
2024-06-08,127110445.22577147
2024-06-09,127110445.22577147
2024-06-10,127111042.36627112
2024-06-11,126751031.37355758
2024-06-12,127233843.62990712
2024-06-13,126927220.78692818
2024-06-14,126967428.80153476
2024-06-15,126967428.80153476
2024-06-16,126967428.80153476
2024-06-17,126511930.14305761
2024-06-18,126481027.12376471
2024-06-19,127056183.26519656
2024-06-20,127342644.70447502
2024-06-21,128028751.31270076
2024-06-22,128028751.31270076
2024-06-23,128028751.31270076
2024-06-24,127102806.75405158
2024-06-25,126688631.71161966
2024-06-26,126844398.01166715
2024-06-27,126869285.76320782
2024-06-28,126553615.26326677
2024-06-29,126553615.26326677
2024-06-30,126553615.26326677
2024-07-01,126602868.72521698
2024-07-01,126360236.03459099
2024-07-02,127120901.03314416
2024-07-03,127685598.23832302
2024-07-04,127238043.94048257
2024-07-05,127484663.23144083
2024-07-06,127484663.23144083
2024-07-07,127484663.23144083
2024-07-08,126647132.20905425
2024-07-09,127166640.33687863
2024-07-10,127132895.87608507
2024-07-11,127053398.76173843
2024-07-12,127087041.03155302
2024-07-13,127087041.03155302
2024-07-14,127087041.03155302
2024-07-15,126884359.46896088
2024-07-16,126984100.91310287
2024-07-17,125991908.7397969
2024-07-18,126513172.98637363
2024-07-19,126582015.28378971
2024-07-20,126582015.28378971
2024-07-21,126582015.28378971
2024-07-22,126777275.24529302
2024-07-23,126699869.45443538
2024-07-24,127111853.13976538
2024-07-25,127073848.99197686
2024-07-26,128258977.03543228
2024-07-27,128258977.03543228
2024-07-28,128258977.03543228
2024-07-29,128576872.54472202
2024-07-30,128562796.68457426
2024-07-31,128674703.94766547
2024-08-01,127931731.07920906
2024-08-01,127746237.40731737
2024-08-02,128387928.30866365
2024-08-03,128387928.30866365
2024-08-04,128387928.30866365
2024-08-05,127118619.9747898
2024-08-06,127652210.64444566
2024-08-07,127553132.2653017
2024-08-08,127630635.38452087
2024-08-09,127872832.39325859
2024-08-10,127872832.39325859
2024-08-11,127872832.39325859
2024-08-12,128562857.33921915
2024-08-13,128178444.9546067
2024-08-14,128621701.73190969
2024-08-15,128625554.02712941
2024-08-16,129910146.13307159
2024-08-17,129910146.13307159
2024-08-18,129910146.13307159
2024-08-19,130158939.32483783
2024-08-20,130383749.92144533
2024-08-21,130375669.72517368
2024-08-22,131008149.11064547
2024-08-23,131116784.51112491
2024-08-24,131116784.51112491
2024-08-25,131116784.51112491
2024-08-26,130957876.31280982
2024-08-27,130576597.61909118
2024-08-28,130296083.1630548
2024-08-29,130365297.75293034
2024-08-30,130870737.72816023
2024-08-31,130870737.72816023
2024-09-01,130870737.72816023
2024-09-01,130772494.27967946
2024-09-02,130772494.27967946
2024-09-03,130772494.27967946
2024-09-04,130227480.27040347
2024-09-05,129539087.39465013
2024-09-06,129084703.35848841
2024-09-07,129084703.35848841
2024-09-08,129084703.35848841
2024-09-09,129104090.61993101
2024-09-10,128059868.88269104
2024-09-11,127190949.94693612
2024-09-12,126186566.05073476
2024-09-13,126567934.7641467
2024-09-14,126567934.7641467
2024-09-15,126567934.7641467
2024-09-16,126694241.65350713
2024-09-17,127271450.08112848
2024-09-18,127459261.13849469
2024-09-19,127465378.26794688
2024-09-20,127434318.07181798
2024-09-21,127434318.07181798
2024-09-22,127434318.07181798
2024-09-23,123050202.74654262
2024-09-24,123489408.2149816
2024-09-25,123076790.67883751
2024-09-26,123987784.90202722
2024-09-27,124005569.44459935
2024-09-28,124005569.44459935
2024-09-29,124005569.44459935
2024-09-30,123417533.30085485
2024-10-01,124026679.60112925
2024-10-01,123425503.12714759
2024-10-02,123458075.70168105
2024-10-03,123117514.90317044
2024-10-04,122067119.63972147
2024-10-05,122067119.63972147
2024-10-06,122067119.63972147
2024-10-07,121134514.51496801
2024-10-08,120775302.97800641
2024-10-09,121225463.27497995
2024-10-10,121622379.75750963
2024-10-11,122106854.73104824
2024-10-12,122106854.73104824
2024-10-13,122106854.73104824
2024-10-14,121378758.97332345
2024-10-15,121165256.50647946
2024-10-16,119741322.46303537
2024-10-17,119627442.1825709
2024-10-18,119478843.04408684
2024-10-19,119478843.04408684
2024-10-20,119478843.04408684
2024-10-21,118100748.2489221
2024-10-22,117684287.5189925
2024-10-23,118633210.56120619
2024-10-24,119307159.6651313
2024-10-25,118638139.92074166
2024-10-26,118638139.92074166
2024-10-27,118638139.92074166
2024-10-28,118533884.20979615
2024-10-29,118315843.51096067
2024-10-30,118107365.69622666
2024-10-31,118102420.37540476
2024-11-01,118599769.17075975
2024-11-01,118037234.4440348
2024-11-02,118037234.4440348
2024-11-03,118037234.4440348
2024-11-04,117515853.52377549
2024-11-05,117702651.23889713
2024-11-06,117732574.42012812
2024-11-07,117885783.28446995
2024-11-08,117562390.64142859
2024-11-09,117562390.64142859
2024-11-10,117562390.64142859
2024-11-11,117204487.40241124
2024-11-12,116947113.93066168
2024-11-13,116963719.49048133
2024-11-14,116957790.94296893
2024-11-15,115966781.34539127
2024-11-16,115966781.34539127
2024-11-17,115966781.34539127
2024-11-18,115602949.55886154
2024-11-19,115591682.51443724
2024-11-20,116002384.2441477
2024-11-21,116152655.30251156
2024-11-22,116402342.50348827
2024-11-23,116402342.50348827
2024-11-24,116402342.50348827
2024-11-25,116888125.67089492
2024-11-26,117264196.29856178
2024-11-27,117181452.17383121
2024-11-28,117408694.17834496
2024-11-29,117470816.15700367
2024-11-30,117470816.15700367
2024-12-01,117470816.15700367
2024-12-01,117249905.75664127
2024-12-02,117026556.46095708
2024-12-03,116831644.06303065
2024-12-04,116267372.27073398
2024-12-05,116905820.98249558
2024-12-06,117259425.37190057
2024-12-07,117259425.37190057
2024-12-08,117259425.37190057
2024-12-09,117295632.08532351
2024-12-10,118112281.50547597
2024-12-11,119171469.56512113
2024-12-12,119865845.08224007
2024-12-13,120308064.33280617
2024-12-14,120308064.33280617
2024-12-15,120308064.33280617
2024-12-16,121077975.29045129
2024-12-17,121421269.8846449
2024-12-18,121398138.18090567
2024-12-19,120601803.7547408
2024-12-20,120488772.05280419
2024-12-21,120488772.05280419
2024-12-22,120488772.05280419
2024-12-23,120750991.16386497
2024-12-24,120107550.8740133
2024-12-25,120441949.33746077
2024-12-26,120592234.63974692
2024-12-27,120352349.84913705
2024-12-28,120352349.84913705
2024-12-29,120352349.84913705
2024-12-30,120536784.99160494
2024-12-31,120119173.26931772
2025-01-01,120119173.26931772
2025-01-01,119767592.34032017
2025-01-02,119822809.6901327
2025-01-03,119379512.65206517
2025-01-04,119379512.65206517
2025-01-05,119379512.65206517
2025-01-06,118425260.39702566
2025-01-07,118381190.87660994
2025-01-08,119154111.36149172
2025-01-09,119215859.50879928
2025-01-10,119237091.0120213
2025-01-11,119237091.0120213
2025-01-12,119237091.0120213
2025-01-13,119409880.7666393
2025-01-14,119012368.5843064
2025-01-15,119484019.04221144
2025-01-16,119701738.10559908
2025-01-17,120054449.77662867
2025-01-18,120054449.77662867
2025-01-19,120054449.77662867
2025-01-20,120468074.34892684
2025-01-21,120326190.45501937
2025-01-22,120790943.66697009
2025-01-23,120946531.7287559
2025-01-24,120988201.07700178
2025-01-25,120988201.07700178
2025-01-26,120988201.07700178
2025-01-27,120988201.07700178
2025-01-28,120988201.07700178
2025-01-29,120988201.07700178
2025-01-30,120988201.07700178
2025-01-31,120988201.07700178
2025-02-01,120988201.07700178
2025-02-01,120695028.19534539
2025-02-02,120695028.19534539
2025-02-03,120360281.45923045
2025-02-04,120457242.98539653
2025-02-05,120240558.24559027
2025-02-06,121300091.48372602
2025-02-07,121596465.49319991
2025-02-08,121596465.49319991
2025-02-09,121596465.49319991
2025-02-10,120672220.06373209
2025-02-11,121452395.61151472
2025-02-12,120941992.70871904
2025-02-13,121009106.27752355
2025-02-14,121319781.09079348
2025-02-15,121319781.09079348
2025-02-16,121319781.09079348
2025-02-17,121839194.76263945
2025-02-18,121815993.91450587
2025-02-19,121490193.66686764
2025-02-20,122132992.49136004
2025-02-21,121648722.78971484
2025-02-22,121648722.78971484
2025-02-23,121648722.78971484
2025-02-24,121474255.06529582
2025-02-25,121223088.33173391
2025-02-26,121830733.48398916
2025-02-27,121810974.01322682
2025-02-28,121635247.98285125
2025-03-01,121635247.98285125
2025-03-01,121371993.97497714
2025-03-02,121371993.97497714
2025-03-03,122628980.27126862
2025-03-04,122086306.20585276
2025-03-05,122532447.23210514
2025-03-06,123347488.9005734
2025-03-07,126130200.6114409
2025-03-08,126130200.6114409
2025-03-09,126130200.6114409
2025-03-10,127377666.88976477
2025-03-11,127204608.91049553
2025-03-12,128940228.05531055
2025-03-13,131171526.99394599
2025-03-14,131706535.8114818
2025-03-15,131706535.8114818
2025-03-16,131706535.8114818
2025-03-17,131361568.11466938
2025-03-18,130650130.70717509
2025-03-19,132258063.62477049
2025-03-20,132090044.58718157
2025-03-21,133334840.34112453
2025-03-22,133334840.34112453
2025-03-23,133334840.34112453
2025-03-24,136519742.48252004
2025-03-25,136013070.1697378
2025-03-26,135973963.77844185
2025-03-27,135871405.0017271
2025-03-28,136360906.31849083
2025-03-29,136360906.31849083
2025-03-30,136360906.31849083
2025-03-31,136045988.2728909
2025-04-01,138313273.2581355
2025-04-01,137870215.1756534
2025-04-02,137660234.84047216
2025-04-03,129642432.01717156
2025-04-04,130767362.18182944
2025-04-05,130767362.18182944
2025-04-06,130767362.18182944
2025-04-07,130767362.18182944
2025-04-08,124116268.8875015
2025-04-09,124158310.66726755
2025-04-10,132701367.4515518
2025-04-11,136408882.04863262
2025-04-12,136408882.04863262
2025-04-13,136408882.04863262
2025-04-14,137664098.41531754
2025-04-15,135990005.6102603
2025-04-16,134961242.8976362
2025-04-17,137706138.67454967
2025-04-18,136047814.66215178
2025-04-19,136047814.66215178
2025-04-20,136047814.66215178
2025-04-21,132902383.20908062
2025-04-22,131035749.85206896
2025-04-23,129754661.30449833
2025-04-24,132373917.35313223
2025-04-25,133233624.53243777
2025-04-26,133233624.53243777
2025-04-27,133233624.53243777
2025-04-28,134390081.28184605
2025-04-29,133902927.60227066
2025-04-30,133902927.60227066
2025-05-01,133902927.60227066
2025-05-01,133418576.25964576
2025-05-02,133418576.25964576
2025-05-03,133418576.25964576
2025-05-04,133418576.25964576
2025-05-05,134705833.48862058
2025-05-06,134523123.09113967
2025-05-07,135599171.76021743
2025-05-08,136664967.24279556
2025-05-09,136950324.99322483
2025-05-10,136950324.99322483
2025-05-11,136950324.99322483
2025-05-12,138568633.83812627
2025-05-13,137031212.61844936
2025-05-14,138561034.7878902
2025-05-15,140084574.1074626
2025-05-16,138649261.82948586
2025-05-17,138649261.82948586
2025-05-18,138649261.82948586
2025-05-19,137069899.8609354
2025-05-20,137876851.09562257
2025-05-21,137467445.5123775
2025-05-22,136996768.93220344
2025-05-23,136977944.8432383
2025-05-24,136977944.8432383
2025-05-25,136977944.8432383
2025-05-26,137738255.84843
2025-05-27,137264181.99307296
2025-05-28,137858902.0859666
2025-05-29,137106289.57860813
2025-05-30,136925994.61271846
2025-05-31,136925994.61271846
2025-06-01,136925994.61271846
2025-06-01,136678099.05912971
